"","aveSalary","R","SPSS","Excel","Python","MATLAB","Java","SQL","SAS","Stata","EViews","Spark","Hadoop","公司类别","公司规模","学历要求","工作经验","地区","对数薪资"
"187",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","少于50人","本科",6,"北上深",9.76992758807486
"188",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","1000-5000人","大专",0,"北上深",9.76992758807486
"189",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","合资","少于50人","本科",3,"北上深",9.76992758807486
"190",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","50-500人","本科",2,"北上深",9.76992758807486
"191",17499.5,"0","0","0","0","0","1","0","0","0","0","0","0","外资","50-500人","本科",0,"北上深",9.76992758807486
"192",17499.5,"0","0","1","0","0","0","0","0","0","0","0","0","民营公司","50-500人","本科",3,"北上深",9.76992758807486
"193",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","50-500人","本科",2,"北上深",9.76992758807486
"194",17499.5,"0","0","0","1","0","1","0","0","0","0","0","0","民营公司","少于50人","大专",3,"北上深",9.76992758807486
"195",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","少于50人","本科",8,"北上深",9.76992758807486
"196",17499.5,"0","0","0","0","0","1","1","0","0","0","1","1","民营公司","50-500人","本科",0,"北上深",9.76992758807486
"197",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","少于50人","大专",6,"北上深",9.76992758807486
"198",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","50-500人","无",1,"北上深",9.76992758807486
"199",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","50-500人","大专",6,"北上深",9.76992758807486
"200",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","合资","50-500人","本科",2,"北上深",9.76992758807486
"201",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","50-500人","本科",2,"北上深",9.76992758807486
"202",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","合资","50-500人","本科",2,"北上深",9.76992758807486
"203",17499.5,"0","0","0","1","0","1","0","0","0","0","1","1","民营公司","1000-5000人","大专",2,"北上深",9.76992758807486
"204",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","50-500人","本科",0,"北上深",9.76992758807486
"205",17499.5,"0","0","0","0","0","0","0","0","0","0","0","0","民营公司","500-1000人","本科",3,"北上深",9.76992758807486
