"","offertype","season","type","cross","rl","intern","research","paper","first","sci","exchange","CollegeRankTop50","gpa_dis","toefl_dis","gre_dis","major_apply_new"
"4184","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","MIS"
"1613","1","Fall","MS",0,0,0,0,0,0,0,1,"Top50","3.55~3.7",">106","325~330","Stat/Biostat"
"2555","1","Fall","MS",0,0,0,0,0,0,0,1,"Others","3.55~3.7",">106","320~325","Others"
"2648","0","Fall","PhD",0,0,0,0,1,0,0,0,"Others","<=3.4","<=98","<=315","ME"
"6918","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","Stat/Biostat"
"4463","0","Fall","MS",0,1,0,0,0,0,0,0,"Others","3.55~3.7","<=98","<=315","CS"
"9863","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","325~330","Stat/Biostat"
"9864","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","325~330","Stat/Biostat"
"8963","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106",">330","ME"
"1886","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","Stat/Biostat"
"3602","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","325~330","Others"
"3603","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106",">330","Others"
"1575","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","325~330","ME"
"9339","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","Others"
"3951","0","Fall","PhD",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","CivilEng"
"205","0","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","98~102","320~325","EE"
"8672","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","315~320","CS"
"5300","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","325~330","ME"
"9273","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","CE"
"8456","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","325~330","CS"
"7868","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","Others"
"9137","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","325~330","CS"
"8594","1","Fall","MS",1,0,0,1,0,1,0,0,"Others","3.55~3.7","102~106","320~325","CS"
"6043","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","325~330","EE"
"1131","1","Fall","MS",0,0,1,1,0,0,0,1,"Top50",">3.7","98~102","320~325","Others"
"3524","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","MIS"
"2940","1","Fall","PhD",0,0,0,0,1,0,1,0,"Others","3.4~3.55","98~102","315~320","EE"
"5057","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4",">106","325~330","EE"
"9704","1","Fall","PhD",1,0,0,1,1,1,0,0,"Others",">3.7","102~106","320~325","EE"
"5488","1","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","315~320","Others"
"3025","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","325~330","CS"
"7009","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","315~320","CS"
"5289","0","Fall","MS",1,0,0,0,0,0,0,0,"Others",">3.7","98~102","320~325","ME"
"8175","0","Fall","MS",0,0,0,0,0,0,1,0,"Top50",">3.7","98~102","320~325","Material"
"3345","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","CS"
"9274","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","CE"
"1977","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","CE"
"6927","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","325~330","Others"
"7870","0","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.55~3.7","102~106","325~330","Others"
"2907","0","Fall","MS",1,0,0,1,1,0,0,0,"Top50",">3.7",">106","325~330","ME"
"6994","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","325~330","CS"
"4979","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CE"
"9320","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CS"
"7685","1","Fall","MS",0,0,0,1,0,0,0,0,"Others",">3.7",">106","320~325","CS"
"7906","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","325~330","CS"
"6609","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","325~330","CS"
"5030","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"10098","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","CS"
"8379","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CS"
"7355","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CS"
"6560","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","<=315","CivilEng"
"5638","1","Fall","MS",1,0,0,0,0,0,0,1,"Top50","3.55~3.7","102~106","325~330","CS"
"2109","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","320~325","ME"
"1466","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4",">106","325~330","EE"
"3402","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","98~102","315~320","CS"
"9317","1","Fall","MS",0,0,1,0,0,0,0,0,"Others",">3.7","98~102","315~320","CS"
"6960","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","315~320","CS"
"7829","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7",">106","320~325","Stat/Biostat"
"8376","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","<=315","CS"
"6969","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","320~325","CS"
"6987","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.55~3.7",">106","325~330","CS"
"7032","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","325~330","CS"
"1511","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","EE"
"2088","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4",">106","325~330","EE"
"791","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50",">3.7","98~102","315~320","CS"
"6991","1","Fall","MS",1,0,1,0,0,0,0,1,"Others","3.4~3.55",">106",">330","CS"
"7078","0","Fall","MS",1,0,1,1,0,1,1,0,"Others","3.55~3.7","102~106","325~330","EE"
"8378","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","315~320","CS"
"9632","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","EE"
"6986","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","CS"
"893","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","325~330","CS"
"6431","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","MFE/Fin/FinMath"
"10074","0","Fall","MS",1,0,0,1,1,1,0,0,"Top50","3.55~3.7","102~106","320~325","CS"
"7023","0","Fall","MS",1,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","CS"
"7018","0","Fall","MS",1,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","CS"
"7017","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","CS"
"8377","0","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","325~330","CS"
"2870","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","<=315","Material"
"4221","1","Fall","MS",0,0,0,0,1,0,0,0,"Others","3.4~3.55","102~106","325~330","CS"
"237","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","<=315","Material"
"238","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","<=315","Material"
"8374","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","CS"
"5787","1","Fall","MS",1,0,0,0,1,1,0,0,"Top50",">3.7",">106","325~330","CS"
"2705","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","ME"
"5720","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","CS"
"8390","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","CS"
"1133","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","325~330","Others"
"8394","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","315~320","CS"
"3435","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","CS"
"9155","1","Fall","MS",1,0,1,0,1,0,0,0,"Others","<=3.4","<=98","315~320","CS"
"1106","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","320~325","MIS"
"4096","1","Fall","混合",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","325~330","ME"
"3383","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","CS"
"1084","1","Fall","MS",0,0,1,0,0,0,0,1,"Top50","3.4~3.55",">106",">330","MIS"
"5391","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","<=98","315~320","CS"
"3380","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","CS"
"7463","1","Fall","MS",0,0,0,1,1,1,0,0,"Top50",">3.7",">106","320~325","EE"
"9393","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","325~330","IEOR"
"4693","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","325~330","MFE/Fin/FinMath"
"5396","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","CS"
"8941","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","<=315","Material"
"7204","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","325~330","Stat/Biostat"
"1024","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","325~330","ME"
"9124","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","CS"
"546","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","CS"
"5784","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","<=315","CS"
"5703","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","315~320","CS"
"4113","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","Stat/Biostat"
"8386","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","CS"
"8380","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","320~325","CS"
"449","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","325~330","Others"
"5315","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","Stat/Biostat"
"6881","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","<=315","Material"
"8385","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","CS"
"4405","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106",">330","MFE/Fin/FinMath"
"1832","1","Fall","MS",0,0,0,0,0,0,1,0,"Top50",">3.7","98~102","320~325","Material"
"4786","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CE"
"3344","0","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.55~3.7",">106",">330","CS"
"3159","1","Fall","MS",1,0,0,0,0,0,0,0,"Others",">3.7",">106","315~320","EE"
"3164","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4",">106","325~330","EE"
"5632","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","<=3.4","98~102","315~320","CS"
"4510","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","CS"
"5676","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","CS"
"9848","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","ME"
"5564","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","Others"
"6335","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","320~325","IEOR"
"4495","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","CS"
"6440","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","315~320","Others"
"4436","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","315~320","Stat/Biostat"
"5489","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","Others"
"4465","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"3404","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","325~330","CS"
"3156","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","EE"
"2249","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","CS"
"9302","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","315~320","CS"
"5834","1","Fall","MS",0,0,0,0,1,0,0,0,"Top50","3.4~3.55",">106","320~325","CS"
"1026","1","Fall","MS",1,0,1,1,0,0,0,0,"Top50",">3.7","98~102","315~320","ME"
"2930","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7",">106","325~330","EE"
"4890","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","EE"
"9609","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7","98~102","320~325","Stat/Biostat"
"3083","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","325~330","CE"
"4298","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","EE"
"2623","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"2877","0","Fall","MS",0,0,1,1,0,0,0,0,"Others","<=3.4","<=98","<=315","Stat/Biostat"
"1479","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50",">3.7",">106","315~320","EE"
"2255","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","CS"
"2236","1","Fall","MS",1,0,0,0,0,0,0,0,"Others",">3.7","<=98","315~320","CS"
"4223","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","102~106","320~325","CS"
"262","1","Fall","MS",0,1,1,0,0,0,0,0,"Others","<=3.4","<=98","<=315","MIS"
"9365","1","Fall","MS",0,0,1,0,0,0,0,0,"Others",">3.7",">106","325~330","CS"
"670","0","Fall","MS",0,0,0,1,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","CS"
"5523","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","CE"
"9433","0","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7",">106","325~330","Others"
"1507","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","EE"
"4461","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","102~106","<=315","CS"
"9971","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","102~106","315~320","Others"
"1482","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","320~325","EE"
"390","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4",">106","325~330","EE"
"9303","0","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","325~330","CS"
"7205","1","Fall","MS",0,0,0,1,0,0,0,0,"Others","3.55~3.7",">106","325~330","Stat/Biostat"
"1410","1","Fall","MS",0,0,0,1,0,0,0,0,"Top50",">3.7",">106",">330","Others"
"6704","1","Fall","MS",0,0,0,0,0,0,1,0,"Others",">3.7","102~106","320~325","Material"
"4440","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","Stat/Biostat"
"1217","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","ME"
"5047","1","Fall","PhD",1,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","315~320","EE"
"1134","0","Fall","MS",0,1,0,0,0,0,0,0,"Top50","<=3.4",">106","320~325","Others"
"9744","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"9318","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","CS"
"8846","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7",">106","325~330","EE"
"9288","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","CS"
"9465","1","Fall","混合",0,0,0,1,0,0,0,0,"Others",">3.7","102~106","320~325","Stat/Biostat"
"9717","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","IEOR"
"495","1","Fall","MS",0,0,0,1,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","CS"
"4099","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","ME"
"3645","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","<=98","<=315","Others"
"5963","1","Fall","MS",0,0,0,1,0,1,1,0,"Top50","3.55~3.7","<=98","320~325","CS"
"2356","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","<=98","315~320","CS"
"1037","1","Fall","MS",1,0,1,0,0,0,0,0,"Top50",">3.7","98~102","320~325","ME"
"4414","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","315~320","MFE/Fin/FinMath"
"1401","0","Fall","MS",0,0,1,1,0,0,0,1,"Top50","3.4~3.55","98~102","325~330","Others"
"1327","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50",">3.7","<=98","315~320","CS"
"5951","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","CS"
"6581","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","325~330","CS"
"6013","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","CS"
"6563","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","CS"
"9713","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","Others"
"3864","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","Others"
"3865","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","Others"
"2251","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","CS"
"182","1","Fall","MS",0,0,1,1,0,0,0,1,"Others","3.4~3.55","98~102","325~330","Others"
"2894","0","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.4~3.55","98~102","325~330","Others"
"2776","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","<=98","315~320","Others"
"5586","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","CivilEng"
"6030","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4",">106","320~325","Others"
"1384","1","Fall","MS",1,0,0,1,1,1,0,0,"Top50","3.55~3.7","102~106","320~325","CS"
"5781","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","<=98","315~320","CS"
"3284","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","CS"
"6180","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","EE"
"8410","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","325~330","EE"
"1361","0","Fall","MS",0,0,0,1,0,0,0,0,"Top50","3.55~3.7",">106",">330","CS"
"7038","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","Others"
"1101","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4",">106","320~325","MIS"
"7450","1","Fall","MS",0,0,0,1,0,0,0,0,"Top50","3.55~3.7","102~106","325~330","CS"
"3312","1","Fall","MS",1,0,1,0,0,0,0,1,"Others","3.4~3.55","98~102","320~325","CS"
"9492","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","ME"
"1402","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","Others"
"7414","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.55~3.7","102~106","315~320","Others"
"3772","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","EE"
"9746","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","CS"
"1599","1","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.55~3.7",">106","325~330","MFE/Fin/FinMath"
"9077","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","Others"
"4071","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","Others"
"3446","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","Others"
"3921","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","IEOR"
"807","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","325~330","CS"
"8724","1","Fall","MS",0,0,1,1,0,0,0,0,"Others",">3.7",">106","320~325","CS"
"3355","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CS"
"4787","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","320~325","CE"
"6587","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","CS"
"1187","1","Fall","MS",0,0,1,0,1,0,1,0,"Others","3.4~3.55","<=98","315~320","CS"
"8514","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","CS"
"1978","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","CE"
"2712","1","Fall","MS",0,1,0,0,0,0,0,1,"Top50","3.4~3.55",">106","320~325","Others"
"8778","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","325~330","EE"
"4954","0","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","320~325","CE"
"5665","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","325~330","CS"
"5528","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","CE"
"5549","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","320~325","CE"
"7962","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7",">106",">330","CS"
"2895","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","325~330","Others"
"8716","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","325~330","CS"
"2901","0","Fall","混合",0,0,0,1,1,1,1,0,"Top50","<=3.4","98~102","315~320","ME"
"4246","1","Fall","MS",1,0,0,0,1,1,0,0,"Others","3.55~3.7",">106","320~325","CS"
"4274","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","CS"
"6557","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","Stat/Biostat"
"6376","1","Fall","PhD",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","320~325","Others"
"8161","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","325~330","Others"
"1710","1","Fall","混合",0,0,0,0,0,0,0,1,"Top50","3.55~3.7","98~102","320~325","CivilEng"
"7250","1","Fall","PhD",0,0,0,0,0,0,0,1,"Others","3.55~3.7","98~102","320~325","CivilEng"
"7331","0","Fall","MS",0,0,0,1,0,0,0,0,"Others","3.4~3.55",">106","315~320","EE"
"5698","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","CS"
"566","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","CS"
"8831","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","EE"
"6329","1","Fall","PhD",0,0,0,0,1,1,1,0,"Top50","<=3.4","<=98","<=315","Others"
"2996","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","CS"
"5704","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","325~330","CS"
"465","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","CivilEng"
"7130","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7",">106",">330","ME"
"1685","0","Fall","MS",0,0,0,1,0,0,0,0,"Others","<=3.4","98~102","320~325","CS"
"7927","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","CS"
"5915","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","320~325","CS"
"2357","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CS"
"5880","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","320~325","CS"
"8364","1","Fall","PhD",0,0,0,1,0,0,0,0,"Others",">3.7",">106","325~330","Stat/Biostat"
"5862","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","CS"
"9493","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","ME"
"5794","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","<=98","315~320","CS"
"6142","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","EE"
"4201","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","320~325","CE"
"739","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50",">3.7",">106","325~330","CS"
"536","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","325~330","CS"
"2244","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CS"
"535","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50",">3.7",">106",">330","CS"
"321","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","CS"
"976","0","Fall","MS",1,0,1,1,0,0,0,0,"Top50",">3.7","102~106","325~330","EE"
